TimeStep,Station_PM,Occupancy
68,24,0.0653
68,21,0.0592
69,2,0.0435
69,6,0.0511
69,15,0.1574
69,19,0.0843
69,0,0.0306
69,4,0.0606
69,7,0.0427
69,10,0.0955
69,11,0.1213
69,12,0.0895
69,13,0.0986
69,14,0.0722
69,17,0.0892
69,22,0.0736
69,8,0.0471
69,1,0.0435
69,20,0.0235
69,23,0.0611
69,3,0.0601
69,5,0.0499
69,24,0.0661
69,21,0.0754
70,2,0.0481
70,6,0.0402
70,15,0.1466
70,19,0.0994
70,0,0.0247
70,4,0.0503
70,7,0.0361
70,10,0.1052
70,11,0.113
70,12,0.0981
70,13,0.0852
70,14,0.086
70,17,0.0985
70,22,0.081
70,8,0.0385
70,1,0.0377
70,20,0.0209
70,23,0.0556
70,3,0.0552
70,5,0.0394
70,24,0.0665
70,21,0.0718
71,2,0.039
71,6,0.0412
71,15,0.1078
71,19,0.0997
71,0,0.0244
71,4,0.0517
71,7,0.0297
71,10,0.093
71,11,0.1049
71,12,0.0784
71,13,0.0762
71,14,0.0624
71,17,0.0764
71,22,0.0796
71,8,0.0316
